프로빈스 번호,인게임 코드,한국어 명칭,영문 명칭,RGB,백작령,백작령 코드,백작령 색상,공작령,공작령 코드,공작령 색상,공작령 수도,왕국령,왕국령 코드,왕국령 색상,왕국령 수도,제국령,제국령 코드,제국령 색상,제국령 수도,문화,종교,홀딩,지형,특이사항,end,
151,b_151,무풍,mupung,"127,99,49",무주,c_muju,"127,99,49",진안,d_jinan,"127,69,44",c_jinan,전주,k_jeonju,"43,156,23",c_jeonju,신복련,e_hec,"255,249,198",c_jeonju,,,none,,,end,
152,b_152,추풍령,chupungryeong,"127,127,54",황간,c_hwanggan,"127,127,54",옥천,d_okcheon,"74,56,150",c_okcheon,대전,k_daejeon,"128,33,19",c_daejeon,,,,,,,none,,,end,
153,b_153,이안,ian,"43,39,173",함창,c_hamchang,"43,39,173",상주,d_sangju,"169,18,42",c_sangju,상주,k_sangju,"169,18,42",c_sangju,,,,,,,none,,,end,
154,b_154,동로,dongro,"127,27,79",문경,c_mungyeong,"127,27,79",문경,d_mungyeong,"127,27,79",c_mungyeong,상주,k_sangju,"169,18,42",c_sangju,,,,,,,none,,,end,
155,b_155,구절,gujeol,"168,117,202",고성,c_goseong,"168,117,202",사천,d_sacheon,"168,72,67",c_sacheon,진주,k_jinju,"126,96,134",c_jinju,,,,,,,none,,,end,
156,b_156,이반성,ibanseong,"168,114,137",진성,c_jinseong,"168,114,137",진주,d_jinju,"126,96,134",c_jinju,진주,k_jinju,"126,96,134",c_jinju,,,,,,,none,,,end,
157,b_157,차황,chahwang,"126,66,129",산청,c_sancheong,"126,66,129",산청,d_sancheong,"126,66,129",c_sancheong,가야,k_gaya,"126,171,19",c_haman,,,,,,,none,,,end,
158,b_158,신원,sinwon,"84,210,61",가조,c_gajo,"84,210,61",거창,d_geochang,"168,57,192",c_geochang,가야,k_gaya,"126,171,19",c_haman,,,,,,,none,,,end,
159,b_159,,,,,,,,,,,,,,,,,,,,,,,,end,
160,b_160,도개,dogae,"127,36,74",서산,c_seonsan,"127,36,74",김천,d_gimcheon,"169,162,187",c_gimcheon,상주,k_sangju,"169,18,42",c_sangju,,,,,,,none,,,end,
161,b_161,개포,gaepo,"43,36,208",용궁,c_yonggung,"43,36,208",문경,d_mungyeong,"127,27,79",c_mungyeong,상주,k_sangju,"169,18,42",c_sangju,,,,,,,none,,,end,
162,b_162,평은,pyeongeun,"127,90,54",영주,c_yeongju,"127,90,54",영주,d_yeongju,"127,90,54",c_yeongju,안동,k_andong,"275,130,130",c_andong,,,,,,,none,,,end,
163,b_163,예안,yean,"170,55,90",예안,c_yean,"170,55,90",안동,d_andong,"180,25,100",c_andong,안동,k_andong,"275,130,130",c_andong,,,,,andong,neocon,castle_holding,,,end,
164,b_164,수비,subi,"85,183,226",영양,c_yeongyang,"85,183,226",청송,d_cheongsong,"1,147,220",c_cheongsong,안동,k_andong,"275,130,130",c_andong,,,,,,,church_holding,,,end,
165,b_165,의성,uiseong,"0,69,210",의성,c_uiseong,"0,69,210",의성,d_uiseong,"0,69,210",c_uiseong,안동,k_andong,"275,130,130",c_andong,,,,,andong,neocon,castle_holding,,,end,
166,b_166,고로,goro,"85,63,206",의흥,c_uiheung,"85,63,206",군위,d_gunwi,"106,53,112",c_gunwi,안동,k_andong,"275,130,130",c_andong,,,,,,,none,,,end,
167,b_167,흥덕,heungdeok,"84,75,211",흥덕,c_heungdeok,"84,75,211",청주,d_cheongju,"85,39,81",c_cheongju,충청,k_chungcheong,"85,39,81",c_cheongju,,,,,cheongju,authoritarianism,castle_holding,,,end,
168,b_168,올항,wolhang,"85,201,66",성주,c_seongju,"85,201,66",성주,d_seongju,"85,201,66",c_seongju,대구,k_daegu,"168,96,87",c_daegu,,,,,,,none,,,end,
169,b_169,해인,haein,"168,138,212",합천,c_hapcheon,"168,138,212",합천,d_hapcheon,"168,138,212",c_hapcheon,가야,k_gaya,"126,171,19",c_haman,,,,,,,none,,,end,
170,b_170,다산,dasan,"43,96,13",성산,c_seongsan,"43,96,13",성주,d_seongju,"85,201,66",c_seongju,대구,k_daegu,"168,96,87",c_daegu,,,,,,,none,,,end,
171,b_171,낙서,nakseo,"168,159,17",부림,c_burim,"168,159,17",합천,d_hapcheon,"168,138,212",c_hapcheon,가야,k_gaya,"126,171,19",c_haman,,,,,,,none,,,end,
172,b_172,칠북,chilbuk,"84,183,21",칠원,c_chilwon,"84,183,21",함안,d_haman,"126,171,19",c_haman,가야,k_gaya,"126,171,19",c_haman,,,,,,,none,,,end,
173,b_173,회언,hoewon,"126,93,214",회원,c_hoewon,"126,93,214",창원,d_changwon,"168,147,207",c_changwon,창원,k_changwon,"168,147,207",c_changwon,,,,,jinhae,unitizm,castle_holding,,,end,
174,b_174,대구,daegu,"168,96,87",대구,c_daegu,"168,96,87",대구,d_daegu,"168,96,87",c_daegu,대구,k_daegu,"168,96,87",c_daegu,,,,,american,catholic,castle_holding,,,end,
175,b_175,가창,gachang,"1,93,140",옥포,c_okpo,"1,93,140",대구,d_daegu,"168,96,87",c_daegu,대구,k_daegu,"168,96,87",c_daegu,,,,,,,none,,,end,
176,b_176,성산,seongsan,"126,3,154",창녕,c_changnyeong,"126,3,154",밀양,d_miryang,"1,63,135",c_miryang,경주,k_gyeongju,"127,102,14",c_gyeongju,,,,,,,none,,,end,
177,b_177,대동,daedong,"84,105,216",대동,c_daedong,"84,105,216",김해,d_gimhae,"0,165,210",c_gimhae,부산,k_busan,"168,207,217",c_busan,,,,,busan,unitizm,city_holding,,,end,
178,b_178,장안,jangan,"126,21,94",기장,c_gijang,"126,21,94",부산,d_busan,"168,207,217",c_busan,부산,k_busan,"168,207,217",c_busan,,,,,,,none,,,end,
179,b_179,웅상,ungsang,"168,111,217",웅산,c_ungsang,"168,111,217",양산,d_yangsan,"23,47,240",c_yangsan,경주,k_gyeongju,"127,102,14",c_gyeongju,,,,,busan,bailian,castle_holding,,,end,
180,b_180,산내,sannae,"127,79,9",단장,c_danjang,"127,79,9",밀양,d_miryang,"1,63,135",c_miryang,경주,k_gyeongju,"127,102,14",c_gyeongju,,,,,,,church_holding,,,end,
181,b_181,방어진,bangeojin,"168,183,92",울산,c_ulsan,"168,183,92",울산,d_ulsan,"168,183,92",c_ulsan,포항,k_pohang,"0,144,50",c_pohang,,,,,,,castle_holding,,,end,
182,b_182,운문,unmun,"0,207,25",청도,c_cheongdo,"0,207,25",경산,d_gyeongsan,"43,138,183",c_gyeongsan,경주,k_gyeongju,"127,102,14",c_gyeongju,,,,,,,none,,,end,
183,b_183,감포,gampo,"126,123,219",감포,c_gampo,"126,123,219",포항,d_pohang,"0,144,50",c_pohang,포항,k_pohang,"0,144,50",c_pohang,,,,,pohang,steeler_pagan,castle_holding,,,end,
184,b_184,신녕,sinnyeong,"0,66,200",청통,c_cheongtong,"0,66,200",영천,d_yeongcheon,"84,72,201",c_yeongcheon,경주,k_gyeongju,"127,102,14",c_gyeongju,,,,,,,none,,,end,
185,b_185,,,,,,,,,,,,,,,,,,,,,,,,end,
186,b_186,,,,,,,,,,,,,,,,,,,,,,,,end,
187,b_187,,,,,,,,,,,,,,,,,,,,,,,,end,
188,b_188,,,,,,,,,,,,,,,,,,,,,,,,end,
189,b_189,,,,,,,,,,,,,,,,,,,,,,,,end,
190,b_190,호미곶,homigoj,"42,162,53",구룡포,c_guryongpo,"42,162,53",포항,d_pohang,"0,144,50",c_pohang,포항,k_pohang,"0,144,50",c_pohang,,,,,,,city_holding,,,end,
191,b_191,진보,jinbo,"1,147,220",청송,c_cheongsong,"1,147,220",청송,d_cheongsong,"1,147,220",c_cheongsong,안동,k_andong,"275,130,130",c_andong,,,,,,,city_holding,,,end,
192,b_192,병곡,byeonggok,"85,168,96",영해,c_yeonghae,"85,168,96",울진,d_uljin,"43,210,3",c_uljin,포항,k_pohang,"0,144,50",c_pohang,,,,,,,none,,,end,
193,b_193,,,,,,,,,,,,,,,,,,,,,,,,end,
194,b_194,지도,jido,"168,156,97",지도,c_jido,"168,156,97",신안,d_sinan,"168,171,227",c_sinan,신안,k_sinan,"168,171,227",c_mokpo,신안,e_sinan,"168,171,227",c_mokpo,sinan,presbyterianism,castle_holding,,,end,
195,b_195,임자,imja,"168,156,97",지도,c_jido,"168,156,97",신안,d_sinan,"168,171,227",c_sinan,신안,k_sinan,"168,171,227",c_mokpo,신안,e_sinan,"168,171,227",c_mokpo,,,none,,,end,
196,b_196,사옥,saok,"168,156,97",지도,c_jido,"168,156,97",신안,d_sinan,"168,171,227",c_sinan,신안,k_sinan,"168,171,227",c_mokpo,신안,e_sinan,"168,171,227",c_mokpo,,,none,,,end,
197,b_197,중도,jungdo,"168,156,97",지도,c_jido,"168,156,97",신안,d_sinan,"168,171,227",c_sinan,신안,k_sinan,"168,171,227",c_mokpo,신안,e_sinan,"168,171,227",c_mokpo,,,none,,,end,
198,b_198,운남,unnam,"84,150,201",무안,c_muan,"84,150,201",무안,d_muan,"84,150,201",c_muan,무안,k_muan,"84,150,201",c_muan,,,,,,,none,,,end,
199,b_199,신안,sinan,"168,171,227",신안,c_sinan,"168,171,227",신안,d_sinan,"168,171,227",c_sinan,신안,k_sinan,"168,171,227",c_mokpo,신안,e_sinan,"168,171,227",c_mokpo,sinan,presbyterianism,castle_holding,,,end,
200,b_200,재운,jaeun,"168,171,227",신안,c_sinan,"168,171,227",신안,d_sinan,"168,171,227",c_sinan,신안,k_sinan,"168,171,227",c_mokpo,신안,e_sinan,"168,171,227",c_mokpo,,,none,,,end,
201,b_201,,,,,,,,,,,,,,,,,,,,,,,,end,
202,b_202,,,,,,,,,,,,,,,,,,,,,,,,end,
203,b_203,,,,,,,,,,,,,,,,,,,,,,,,end,
204,b_204,,,,,,,,,,,,,,,,,,,,,,,,end,
205,b_205,,,,,,,,,,,,,,,,,,,,,,,,end,
206,b_206,암태,amtae,"168,171,227",신안,c_sinan,"168,171,227",신안,d_sinan,"168,171,227",c_sinan,신안,k_sinan,"168,171,227",c_mokpo,신안,e_sinan,"168,171,227",c_mokpo,,,none,,,end,
207,b_207,팔금,palgeum,"168,171,227",신안,c_sinan,"168,171,227",신안,d_sinan,"168,171,227",c_sinan,신안,k_sinan,"168,171,227",c_mokpo,신안,e_sinan,"168,171,227",c_mokpo,,,none,,,end,
208,b_208,안좌,anjwa,"168,171,227",신안,c_sinan,"168,171,227",신안,d_sinan,"168,171,227",c_sinan,신안,k_sinan,"168,171,227",c_mokpo,신안,e_sinan,"168,171,227",c_mokpo,,,none,,,end,
209,b_209,비금,bigeum,"168,201,132",비금,c_bigeum,"168,201,132",신안,d_sinan,"168,171,227",c_sinan,신안,k_sinan,"168,171,227",c_mokpo,신안,e_sinan,"168,171,227",c_mokpo,sinan,presbyterianism,castle_holding,,,end,
210,b_210,도초,docho,"168,201,132",비금,c_bigeum,"168,201,132",신안,d_sinan,"168,171,227",c_sinan,신안,k_sinan,"168,171,227",c_mokpo,신안,e_sinan,"168,171,227",c_mokpo,,,none,,,end,
211,b_211,하의,haui,"42,207,133",하의,c_haui,"42,207,133",신안,d_sinan,"168,171,227",c_sinan,신안,k_sinan,"168,171,227",c_mokpo,신안,e_sinan,"168,171,227",c_mokpo,sinan,presbyterianism,castle_holding,,,end,
212,b_212,신의,sinui,"42,207,133",하의,c_haui,"42,207,133",신안,d_sinan,"168,171,227",c_sinan,신안,k_sinan,"168,171,227",c_mokpo,신안,e_sinan,"168,171,227",c_mokpo,,,none,,,end,
213,b_213,장산,jangsan,"42,207,133",하의,c_haui,"42,207,133",신안,d_sinan,"168,171,227",c_sinan,신안,k_sinan,"168,171,227",c_mokpo,신안,e_sinan,"168,171,227",c_mokpo,,,none,,,end,
214,b_214,군내,gunnae,"84,138,36",진도,c_jindo,"84,138,36",진도,d_jindo,"84,138,36",c_jindo,신안,k_sinan,"168,171,227",c_mokpo,신안,e_sinan,"168,171,227",c_mokpo,,,none,,,end,
215,b_215,조도,jodo,"84,138,36",진도,c_jindo,"84,138,36",진도,d_jindo,"84,138,36",c_jindo,신안,k_sinan,"168,171,227",c_mokpo,신안,e_sinan,"168,171,227",c_mokpo,,,none,,,end,
216,b_216,복일,bogil,"84,12,136",노화,c_nohwa,"84,12,136",완도,d_wando,"0,147,165",c_wando,고흥,k_goheung,"168,81,62",c_goheung,,,,,,,none,,,end,
217,b_217,노화,nohwa,"84,12,136",노화,c_nohwa,"84,12,136",완도,d_wando,"0,147,165",c_wando,고흥,k_goheung,"168,81,62",c_goheung,,,,,namhae,presbyterianism,castle_holding,,,end,
218,b_218,소안,soan,"84,12,136",노화,c_nohwa,"84,12,136",완도,d_wando,"0,147,165",c_wando,고흥,k_goheung,"168,81,62",c_goheung,,,,,,,none,,,end,
219,b_219,군외,gunoe,"0,147,165",완도,c_wando,"0,147,165",완도,d_wando,"0,147,165",c_wando,고흥,k_goheung,"168,81,62",c_goheung,,,,,,,city_holding,,,end,
220,b_220,고금,gogeum,"0,21,10",고금,c_gogeum,"0,21,10",완도,d_wando,"0,147,165",c_wando,고흥,k_goheung,"168,81,62",c_goheung,,,,,namhae,presbyterianism,castle_holding,,,end,
221,b_221,약산,yaksan,"0,21,10",고금,c_gogeum,"0,21,10",완도,d_wando,"0,147,165",c_wando,고흥,k_goheung,"168,81,62",c_goheung,,,,,,,none,,,end,
222,b_222,산지,sanji,"0,21,10",고금,c_gogeum,"0,21,10",완도,d_wando,"0,147,165",c_wando,고흥,k_goheung,"168,81,62",c_goheung,,,,,,,none,,,end,
223,b_223,청산,cheongsan,"0,147,165",완도,c_wando,"0,147,165",완도,d_wando,"0,147,165",c_wando,고흥,k_goheung,"168,81,62",c_goheung,,,,,,,none,,,end,
224,b_224,금호,geumho,"42,51,28",광양,c_gwangyang,"42,51,28",광양,d_gwangyang,"42,51,28",c_gwangyang,여수,k_yeosu,"84,192,16",c_yeosu,,,,,,,none,,,end,
225,b_225,미조,mijo,"0,15,185",물건,c_mulgeon,"0,15,185",통영,d_tongyeong,"42,69,18",c_tongyeong,창원,k_changwon,"168,147,207",c_changwon,,,,,,,none,,,end,
226,b_226,창선,changseon,"42,39,13",창선,c_changseon,"42,39,13",통영,d_tongyeong,"42,69,18",c_tongyeong,창원,k_changwon,"168,147,207",c_changwon,,,,,sudsee_deutsch,lutheran,castle_holding,,,end,
227,b_227,용남,yongnam,"42,123,203",광도,c_gwangdo,"42,123,203",통영,d_tongyeong,"42,69,18",c_tongyeong,창원,k_changwon,"168,147,207",c_changwon,,,,,,,none,,,end,
228,b_228,사량,saryang,"42,69,18",통영,c_tongyeong,"42,69,18",통영,d_tongyeong,"42,69,18",c_tongyeong,창원,k_changwon,"168,147,207",c_changwon,,,,,,,none,,,end,
229,b_229,한산,hansan,"42,69,18",통영,c_tongyeong,"42,69,18",통영,d_tongyeong,"42,69,18",c_tongyeong,창원,k_changwon,"168,147,207",c_changwon,,,,,,,none,,,end,
230,b_230,,,,,,,,,,,,,,,,,,,,,,,,end,
231,b_231,,,,,,,,,,,,,,,,,,,,,,,,end,
232,b_232,,,,,,,,,,,,,,,,,,,,,,,,end,
233,b_233,,,,,,,,,,,,,,,,,,,,,,,,end,
234,b_234,,,,,,,,,,,,,,,,,,,,,,,,end,
235,b_235,욕지,yokji,"42,69,18",통영,c_tongyeong,"42,69,18",통영,d_tongyeong,"42,69,18",c_tongyeong,창원,k_changwon,"168,147,207",c_changwon,,,,,,,none,,,end,
236,b_236,통영,tongyeong,"42,69,18",통영,c_tongyeong,"42,69,18",통영,d_tongyeong,"42,69,18",c_tongyeong,창원,k_changwon,"168,147,207",c_changwon,,,,,jinhae,authoritarianism,castle_holding,,,end,
237,b_237,장목,jangmok,"42,48,63",연초,c_yeoncho,"42,48,63",거제,d_geoje,"0,30,60",c_geoje,창원,k_changwon,"168,147,207",c_changwon,,,,,,,none,,,end,
238,b_238,감곡,gamgok,"1,12,175",금왕,c_geumwang,"1,12,175",청북,d_cheongbuk,"127,6,174",c_eumseong,충청,k_chungcheong,"85,39,81",c_cheongju,,,,,,,none,,,end,
239,b_239,소태,sotae,"85,186,41",금가,c_geumga,"85,186,41",충주,d_chungju,"1,165,165",c_chungju,충청,k_chungcheong,"85,39,81",c_cheongju,,,,,,,none,,,end,
240,b_240,흥업,heungeop,"0,81,20",흥업,c_heungeop,"0,81,20",원주,d_wonju,"85,141,161",c_wonju,영서,k_yeongseo,"85,141,161",c_wonju,,,,,wonju,mu_pagan,tribal_holding,,,end,
241,b_241,대강,daegang,"169,171,32",단양,c_danyang,"169,171,32",제천,d_jecheon,"86,165,191",c_jecheon,충청,k_chungcheong,"85,39,81",c_cheongju,,,,,,,none,,,end,
242,b_242,,,,,,,,,,,,,,,,,,,,,,,,end,
243,b_243,,,,,,,,,,,,,,,,,,,,,,,,end,
244,b_244,석포,seokpo,"127,45,174",춘양,c_chunyang,"127,45,174",봉화,d_bonghwa,"97,164,54",c_bongwha,안동,k_andong,"275,130,130",c_andong,,,,,,,none,,,end,
245,b_245,사북,sabuk,"0,96,150",사북,c_sabuk,"0,96,150",평창,d_pyeongchang,"1,144,155",c_pyeongchang,영서,k_yeongseo,"85,141,161",c_wonju,,,,,jecheon,mu_pagan,tribal_holding,,,end,
246,b_246,삼척,samcheok,"44,87,28",동해,c_donghae,"44,87,28",동해,d_donghae,"44,87,28",c_donghae,영동,k_yeongdong,"43,117,23",c_gangneung,,,,,,,none,,,end,
247,b_247,수주,mureungdowon(suju),"43,192,163",월서,c_hanbando,"43,192,163",영월,d_yeongwol,"169,186,162",c_yeongwol,영서,k_yeongseo,"85,141,161",c_wonju,,,,,,,none,,,end,
248,b_248,,,,,,,,,,,,,,,,,,,,,,,,end,
249,b_249,율면,yulmyeon,"43,180,203",장호원,c_janghowon,"43,180,203",용인,d_yongin,"169,84,187",c_yongin,경기,k_gyeonggi,"168,39,42",c_suwon,,,,,,,church_holding,,,end,
250,b_250,산북,sanbuk,"85,183,76",능서,c_neungseo,"85,183,76",여주,d_yeoju,"43,165,73",c_yeoju,경기,k_gyeonggi,"168,39,42",c_suwon,,,,,,,none,,,end,
251,b_251,개군,gaegun,"85,0,81",양평,c_yangpyeong,"85,0,81",여주,d_yeoju,"43,165,73",c_yeoju,경기,k_gyeonggi,"168,39,42",c_suwon,,,,,,,none,,,end,
252,b_252,온산,onsan,"84,117,26",울주,c_ulju,"84,117,26",울산,d_ulsan,"168,183,92",c_ulsan,포항,k_pohang,"0,144,50",c_pohang,,,,,pohang,steeler_pagan,castle_holding,,,end,
253,b_253,설악,seolak,"126,120,154",설악,c_g_seolak,"126,120,154",가평,d_gapyeong,"54,192,150",c_gapyeong,개성,k_gaeseong,"43,42,88",c_gaeseong,,,,,gapyeong,eternal_kingdom,castle_holding,,,end,
254,b_254,임한,imhan,"1,108,70",홍교,c_honggyo,"1,108,70",개성,d_gaeseong,"0,126,155",c_gaeseong,개성,k_gaeseong,"43,42,88",c_gaeseong,,,,,,,city_holding,,,end,
255,b_255,개성,gaeseong,"0,126,155",개성,c_gaeseong,"0,126,155",개성,d_gaeseong,"0,126,155",c_gaeseong,개성,k_gaeseong,"43,42,88",c_gaeseong,,,,,gaeseong,populism,castle_holding,,,end,
256,b_256,장단,jangdan,"42,129,28",장단,c_jangdan,"42,129,28",장단,d_jangdan,"42,129,28",c_jangdan,개성,k_gaeseong,"43,42,88",c_gaeseong,,,,,gaeseong,naturalism_pagan,tribal_holding,,,end,
257,b_257,청산,cheongsan,"85,39,186",연천,c_yeoncheon,"85,39,186",연천,d_yeoncheon,"85,39,186",c_yeoncheon,개성,k_gaeseong,"43,42,88",c_gaeseong,,,,,,,none,,,end,
258,b_258,마장,majang,"169,168,172",묘장,c_n.cheolwon,"169,168,172",철원,d_cheolwon,"43,207,143",c_cheolwon,철원,k_cherwon,"127,180,174",c_cheolwon,,,,,,,none,,,end,
259,b_259,병참부,w.gimhwa,"169,153,42",김화,c_gimhwa,"169,153,42",김화,d_gimhwa,"169,153,42",c_gimhwa,철원,k_cherwon,"127,180,174",c_cheolwon,,,,,,,none,,,end,
260,b_260,사내,sanae,"43,147,133",화천,c_hwacheon,"43,147,133",김화,d_gimhwa,"169,153,42",c_gimhwa,철원,k_cherwon,"127,180,174",c_cheolwon,,,,,,,none,,,end,
261,b_261,석사,seoksa,"1,45,95",한천,c_hanchon,"1,45,95",봉천,d_bongcheon,"169,27,92",c_bongcheon,해주,k_haeju,"126,210,169",c_haeju,,,,,,,none,,,end,
262,b_262,염전,yeomjeon,"84,147,31",염전,c_yeomjeon,"84,147,31",연안,d_yeonan,"85,174,81",c_yeonan,해주,k_haeju,"126,210,169",c_haeju,,,,,haeju,juche,castle_holding,,,end,
263,b_263,세포,sepo,"1,186,175",현내,c_hyeonnae,"1,186,175",철원,d_cheolwon,"43,207,143",c_cheolwon,철원,k_cherwon,"127,180,174",c_cheolwon,,,,,,,none,,,end,
264,b_264,산참,e.ichen,"1,3,180",이천,c_icheon,"1,3,180",이천,d_icheon,"1,3,180",c_icheon,철원,k_cherwon,"127,180,174",c_cheolwon,,,,,,,none,,,end,
265,b_265,황룡,hwangryong,"169,27,92",봉천,c_bongcheon,"169,27,92",봉천,d_bongcheon,"169,27,92",c_bongcheon,해주,k_haeju,"126,210,169",c_haeju,,,,,,,none,,,end,
266,b_266,,,,,,,,,,,,,,,,,,,,,,,,end,
267,b_267,상남,naerincheon,"43,117,128",기린,c_girin,"43,117,128",인제,d_inje,"169,126,2",c_inje,철원,k_cherwon,"127,180,174",c_cheolwon,,,,,,,none,,,end,
268,b_268,속초,sokcho,"126,165,34",속초,c_sokcho,"126,165,34",속초,d_sokcho,"126,165,34",c_sokcho,영동,k_yeongdong,"43,117,23",c_gangneung,,,,,gangneung,mu_pagan,castle_holding,,,end,
269,b_269,,,,,,,,,,,,,,,,,,,,,,,,end,
270,b_270,미탄,mitan,"1,144,155",평창,c_pyeongchang,"1,144,155",평창,d_pyeongchang,"1,144,155",c_pyeongchang,영서,k_yeongseo,"85,141,161",c_wonju,,,,,,,none,,,end,
271,b_271,양양,yangyang,"42,174,163",양양,c_yangyang,"42,174,163",속초,d_sokcho,"126,165,34",c_sokcho,영동,k_yeongdong,"43,117,23",c_gangneung,,,,,gangneung,mu_pagan,castle_holding,,,end,
272,b_272,,,,,,,,,,,,,,,,,,,,,,,,end,
273,b_273,,,,,,,,,,,,,,,,,,,,,,,,end,
274,b_274,임당,e.yanggu,"168,183,37",해안,c_e.yanggu,"168,183,37",인제,d_inje,"169,126,2",c_inje,철원,k_cherwon,"127,180,174",c_cheolwon,,,,,chuncheon,mu_pagan,tribal_holding,,,end,
275,b_275,발산,s.chuncheon,"127,183,139",남산,c_namsan,"127,183,139",춘천,d_chuncheon,"169,171,137",c_chuncheon,영서,k_yeongseo,"85,141,161",c_wonju,,,,,,,none,,,end,
276,b_276,장전,jangjeon,"42,189,38",장전,c_jangjeon,"42,189,38",통천,d_tongcheon,"85,72,156",c_tongcheon,영동,k_yeongdong,"43,117,23",c_gangneung,,,,,geumgang,mu_pagan,castle_holding,,,end,
277,b_277,하북,habuk,"1,96,160",회양,c_hoeyang,"1,96,160",회양,d_hoeyang,"1,96,160",c_hoeyang,철원,k_cherwon,"127,180,174",c_cheolwon,,,,,,,none,,,end,
278,b_278,,,,,,,,,,,,,,,,,,,,,,,,end,
279,b_279,배화,baehwa,"43,90,188",배화,c_wonsan,"43,90,188",원산,d_wonsan,"43,90,188",c_wonsan,원산,k_wonsan,"43,90,188",c_wonsan,,,,,,,none,,,end,
280,b_280,풍하,pungha,"43,165,178",덕원,c_deokwon,"43,165,178",원산,d_wonsan,"43,90,188",c_wonsan,원산,k_wonsan,"43,90,188",c_wonsan,,,,,,,none,,,end,
281,b_281,북성,bukseong,"43,165,178",덕원,c_deokwon,"43,165,178",원산,d_wonsan,"43,90,188",c_wonsan,원산,k_wonsan,"43,90,188",c_wonsan,,,,,,,none,,,end,
282,b_282,송현,songhyeon,"43,108,133",강령,c_gangryeong,"43,108,133",옹진,d_ongjin,"85,111,6",c_ongjin,해주,k_haeju,"126,210,169",c_haeju,,,,,,,none,,,end,
283,b_283,해주,haeju,"126,210,169",해주,c_haeju,"126,210,169",해주,d_haeju,"126,210,169",c_haeju,해주,k_haeju,"126,210,169",c_haeju,,,,,haeju,haeseoan,castle_holding,,,end,
284,b_284,제작,jejak,"168,0,42",읍저,c_eupjeo,"168,0,42",옹진,d_ongjin,"85,111,6",c_ongjin,해주,k_haeju,"126,210,169",c_haeju,,,,,haeju,cheondo,castle_holding,,,end,
285,b_285,등암,deungam,"42,6,43",순위,c_sunwi,"42,6,43",옹진,d_ongjin,"85,111,6",c_ongjin,해주,k_haeju,"126,210,169",c_haeju,,,,,,,none,,,end,
286,b_286,순위,sunwi,"42,6,43",순위,c_sunwi,"42,6,43",옹진,d_ongjin,"85,111,6",c_ongjin,해주,k_haeju,"126,210,169",c_haeju,,,,,haeju,haeseoan,castle_holding,,,end,
287,b_287,광천,gwangcheon,"43,138,138",장연,c_jangyeon,"43,138,138",장연,d_jangyeon,"169,39,157",c_jangyeon,안악,k_anak,"43,90,38",c_anak,,,,,,,none,,,end,
288,b_288,월사,wolsa,"85,186,146",신평,c_sinpyeong,"85,186,146",송화,d_songhwa,"43,183,18",c_songhwa,안악,k_anak,"43,90,38",c_anak,,,,,,,none,,,end,
289,b_289,서곡,seogok,"43,60,33",은률,c_eunryul,"43,60,33",은천,d_euncheon,"85,78,36",c_euncheon,안악,k_anak,"43,90,38",c_anak,,,,,,,none,,,end,
290,b_290,패엽,paeyeop,"43,90,38",안악,c_anak,"43,90,38",안악,d_anak,"43,90,38",c_anak,안악,k_anak,"43,90,38",c_anak,,,,,,,none,,,end,
291,b_291,오국,oguk,"43,90,38",안악,c_anak,"43,90,38",안악,d_anak,"43,90,38",c_anak,안악,k_anak,"43,90,38",c_anak,,,,,,,none,,,end,
292,b_292,김제원,gimjewon,"1,87,165",원룡,c_wonryong,"1,87,165",안악,d_anak,"43,90,38",c_anak,안악,k_anak,"43,90,38",c_anak,,,,,,,none,,,end,
293,b_293,선정,seonjeong,"168,30,47",사리원,c_sariwon,"168,30,47",사리원,d_sariwon,"168,30,47",c_sariwon,황주,k_hwangju,"44,84,8",c_hwangju,,,,,,,none,,,end,
294,b_294,사리원,sariwon,"168,30,47",사리원,c_sariwon,"168,30,47",사리원,d_sariwon,"168,30,47",c_sariwon,황주,k_hwangju,"44,84,8",c_hwangju,,,,,hwangju,juche,castle_holding,,,end,
295,b_295,송림,songrim,"0,33,175",송림,c_songrim,"0,33,175",황주,d_hwangju,"44,84,8",c_hwangju,황주,k_hwangju,"44,84,8",c_hwangju,,,,,hwangju,cheondo,castle_holding,,,end,
296,b_296,풍답,pungdap,"42,36,48",연탄,c_yeontan,"42,36,48",황주,d_hwangju,"44,84,8",c_hwangju,황주,k_hwangju,"44,84,8",c_hwangju,,,,,,,none,,,end,
297,b_297,화야,hwaya,"43,3,88",신계,c_singye,"43,3,88",신계,d_singye,"43,3,88",c_singye,황주,k_hwangju,"44,84,8",c_hwangju,,,,,,,none,,,end,
298,b_298,오봉,obong,"85,153,176",성매,c_seongmae,"85,153,176",수안,d_suan,"43,9,223",c_suan,황주,k_hwangju,"44,84,8",c_hwangju,,,,,,,none,,,end,
299,b_299,해압,haeap,"169,18,42",중화,c_junghwa,"124,213,14",중화,d_junghwa,"123,213,14",c_junghwa,평양,k_prk,"249,18,142",c_pyongyang,,,,,,,none,,,end,
300,b_300,서화,seohwa,"169,18,42",해운,c_haeun,"246,15,162",남포,d_nampho,"124,42,212",c_nampho,평양,k_prk,"249,18,142",c_pyongyang,,,,,,,none,,,end,
