프로빈스 번호,인게임 코드,한국어 명칭,영문 명칭,RGB,백작령,백작령코드명,백작령 색상,공작령,공작령코드명,공작령 색상,왕국령,왕국령코드명,왕국령 색상,제국령,제국령코드명,제국령 색상,문화,종교,홀딩,지형,특이사항,
314,b_314,용계,yonggye,"128, 42, 164",박천,,,박천,,,신의주,,,,,,,,,,,
315,b_315,봉산,bongsan,"170, 90, 172",영변,,,영변,,,영변,,,,,,,,,,,
316,b_316,안흥,anheung,"44,48,73",곽산,,,정주,,,신의주,,,,,,,,,,,
317,b_317,심천,simcheon,"84,99,186",심천,,,철산,,,신의주,,,,,,,,,,,
318,b_318,서림,seorim,"2,90,80",가산,,,철산,,,신의주,,,,,,,,,,,
319,b_319,율곡,yulgok,"86,96,81",동당,,,신의주,,,신의주,,,,,,,,,,,
320,b_320,신의주,sinuiju,"0, 108, 60",신의주,,,신의주,,,신의주,,,,,,,,,,,
321,b_321,위화,wihwa,"44, 3, 193",신의주,,,신의주,,,신의주,,,,,,,,,,,
322,b_322,소관,sogwan,"84, 114, 61",소관,,,구성,,,신의주,,,,,,,,,,,
323,b_323,청수,cheongsu,"86, 159, 56",삭주,,,삭주,,,영변,,,,,,,,,,,
324,b_324,안심,ansim,"86, 129, 51",송구,,,박천,,,신의주,,,,,,,,,,,
325,b_325,성면,seongmyeon,"86,99,46",운산,,,영변,,,영변,,,,,,,,,,,
326,b_326,동창,dongchang,"170, 135, 52",청산,,,삭주,,,영변,,,,,,,,,,,
327,b_327,오북,obuk,"86, 18, 131",벽동,,,벽동,,,영변,,,,,,,,,,,
328,b_328,희천,huicheon,"126,132,64",희천,,,희천,,,영변,,,,,,,,,,,
329,b_329,초산,chosan,"168, 135, 192",초산,,,벽동,,,영변,,,,,,,,,,,
330,b_330,서태,seotae,"2,87,15",위원,,,위원,,,자성,,,,,,,,,,,
331,b_331,곡산,goksan,"42, 141, 193",곡산,,,수안,,,황주,,,,,,,,,,,
332,b_332,자성,jaseong,"84,144,66",자성,,,자성,,,자성,,,,,,,,,,,
333,b_333,고원,wonsan,"126, 147, 194",고원,,,영흥,,,원산,,,,,,,,,,,
334,b_334,호도,hodo,"169, 6, 187",진평,,,영흥,,,원산,,,,,,,,,,,
335,b_335,주이,jui,"86, 141, 216",정평,,,정평,,,원산,,,,,,,,,,,
336,b_336,동신,dongsin,"2, 177, 30",후창,,,자성,,,자성,,,,,,,,,,,
337,b_337,동문,dongmun,"44, 165, 28",대흥,,,삼수,,,백두,,,,,,,,,,,
338,b_338,덕실,deoksil,"86, 153, 26",장진,,,삼수,,,백두,,,,,,,,,,,
339,b_339,연포,yeonpo,"42, 171, 198",흥남,,,함흥,,,함흥,,,,,,,,,,,
340,b_340,함흥,hamheung,"170, 114, 147",함흥,,,함흥,,,함흥,,,,,,,,,,,
341,b_341,흥남,heungnam,"170, 114, 147",흥남,,,함흥,,,함흥,,,,,,,,,,,
342,b_342,가평,gapyeong,"170, 144, 152",신흥,,,신흥,,,백두,,,,,,,,,,,
343,b_343,홍원,hongwon,"126, 177, 199",홍원,,,함흥,,,함흥,,,,,,,,,,,
344,b_344,신파,sinpa,"168, 180, 72",신파,,,삼수,,,백두,,,,,,,,,,,
345,b_345,풍산,pungsan,"0, 183, 200",풍산,,,신흥,,,백두,,,,,,,,,,,
346,b_346,신포,sinpo,"42, 186, 73",신포,,,북청,,,함흥,,,,,,,,,,,
347,b_347,차호,chaho,"2, 96, 215",이원,,,단천,,,함흥,,,,,,,,,,,
348,b_348,단천,dancheon,"126, 192, 74",단천,,,단천,,,함흥,,,,,,,,,,,
349,b_349,학동,hakdong,"0, 198, 75",성진,,,성진,,,청진,,,,,,,,,,,
350,b_350,성진,seongjin,"0, 198, 75",성진,,,성진,,,청진,,,,,,,,,,,
351,b_351,길주,gilju,"42, 201, 203",길주,,,성진,,,청진,,,,,,,,,,,
352,b_352,진동,jindong,"2, 114, 55",갑산,,,갑산,,,백두,,,,,,,,,,,
353,b_353,별동,byeoldong,"170, 126, 57",운흥,,,갑산,,,백두,,,,,,,,,,,
354,b_354,영북,yeongbuk,"86, 12, 201",무산,,,무산,,,백두,,,,,,,,,,,
355,b_355,호남,honam,"86, 165, 41",명천,,,성진,,,청진,,,,,,,,,,,
356,b_356,어대진,eodaejin,"2, 159, 40",청진,,,청진,,,청진,,,,,,,,,,,
357,b_357,,,,,,,,,,,,,,,,,,,,공란,
358,b_358,삼해,samhae,"126, 9, 79",삼해,,,청진,,,청진,,,,,,,,,,,
359,b_359,회령,hoeryeong,"168, 12, 207",회령,,,청진,,,청진,,,,,,,,,,,
360,b_360,풍해,punghae,"42, 18, 208",나진,,,나진,,,청진,,,,,,,,,,,
361,b_361,나진,najin,"42, 18, 208",나진,,,나진,,,청진,,,,,,,,,,,
362,b_362,종성,jongseong,"84, 21, 81",종성,,,나진,,,청진,,,,,,,,,,,
363,b_363,,,,,,,,,,,,,,,,,,,,공란,
364,b_364,,,,,,,,,,,,,,,,,,,,공란,
365,b_365,,,,,,,,,,,,,,,,,,,,공란,
366,b_366,,,,,,,,,,,,,,,,,,,,공란,
367,b_367,,,,,,,,,,,,,,,,,,,,공란,
368,b_368,유덕,yudeok,"128, 75, 84",용덕,,,나진,,,청진,,,,,,,,,,,
369,b_369,훈융,hunyung,"128, 60, 209",온성,,,나진,,,청진,,,,,,,,,,,
370,b_370,,,,,,,,,,,,,,,,,,,,공란,
371,b_371,,,,,,,,,,,,,,,,,,,,공란,
372,b_372,,,,,,,,,,,,,,,,,,,,공란,
373,b_373,,,,,,,,,,,,,,,,,,,,공란,
374,b_374,,,,,,,,,,,,,,,,,,,,공란,
375,b_375,,,,,,,,,,,,,,,,,,,,공란,
376,b_376,,,,,,,,,,,,,,,,,,,,공란,
377,b_377,,,,,,,,,,,,,,,,,,,,공란,
378,b_378,,,,,,,,,,,,,,,,,,,,공란,
379,b_379,,,,,,,,,,,,,,,,,,,,공란,
380,b_380,,,,,,,,,,,,,,,,,,,,공란,
381,b_381,,,,,,,,,,,,,,,,,,,,공란,
382,b_382,,,,,,,,,,,,,,,,,,,,공란,
383,b_383,,,,,,,,,,,,,,,,,,,,공란,
384,b_384,,,,,,,,,,,,,,,,,,,,공란,
385,b_385,,,,,,,,,,,,,,,,,,,,공란,
386,b_386,,,,,,,,,,,,,,,,,,,,공란,
387,b_387,,,,,,,,,,,,,,,,,,,,공란,
388,b_388,,,,,,,,,,,,,,,,,,,,공란,
389,b_389,,,,,,,,,,,,,,,,,,,,공란,
390,b_390,,,,,,,,,,,,,,,,,,,,공란,
391,b_391,,,,,,,,,,,,,,,,,,,,공란,
392,b_392,,,,,,,,,,,,,,,,,,,,공란,
393,b_393,,,,,,,,,,,,,,,,,,,,공란,
394,b_394,,,,,,,,,,,,,,,,,,,,공란,
395,b_395,,,,,,,,,,,,,,,,,,,,공란,
396,b_396,,,,,,,,,,,,,,,,,,,,공란,
397,b_397,,,,,,,,,,,,,,,,,,,,공란,
398,b_398,,,,,,,,,,,,,,,,,,,,공란,
399,b_399,,,,,,,,,,,,,,,,,,,,공란,
400,b_400,,,,,,,,,,,,,,,,,,,,공란,
401,b_401,화북,hwabuk,"0, 102, 30",제주,,,제주,,,제주,,,,,,,,,,,
402,b_402,,,,,,,,,,,,,,,,,,,,공란,
403,b_403,애월,aewol,"126, 144, 129",애월,,,서귀포,,,제주,,,,,,,,,,,
404,b_404,고산,gosan,"42, 75, 153",한경,,,서귀포,,,제주,,,,,,,,,,,
405,b_405,,,,,,,,,,,,,,,,,,,,공란,
406,b_406,중문,jungmun,"42, 90, 28",안덕,,,서귀포,,,제주,,,,,,,,,,,
407,b_407,보목,bomok,"126, 96, 29",서귀포,,,서귀포,,,제주,,,,,,,,,,,
408,b_408,표선,pyoseon,"126, 159, 4",표선,,,제주,,,제주,,,,,,,,,,,
409,b_409,,,,,,,,,,,,,,,,,,,,공란,
410,b_410,,,,,,,,,,,,,,,,,,,,공란,
411,b_411,성산,seongsan,"42, 168, 133",성산,,,제주,,,제주,,,,,,,,,,,
412,b_412,김녕,gimnyeong,"42, 105, 158",조천,,,제주,,,제주,,,,,,,,,,,
413,b_413,,,,,,,,,,,,,,,,,,,,공란,
414,b_414,,,,,,,,,,,,,,,,,,,,공란,
415,b_415,,,,,,,,,,,,,,,,,,,,공란,
416,b_416,,,,,,,,,,,,,,,,,,,,공란,
417,b_417,,,,,,,,,,,,,,,,,,,,공란,
418,b_418,,,,,,,,,,,,,,,,,,,,공란,
419,b_419,,,,,,,,,,,,,,,,,,,,공란,
420,b_420,,,,,,,,,,,,,,,,,,,,공란,
421,b_421,,,,,,,,,,,,,,,,,,,,공란,
422,b_422,,,,,,,,,,,,,,,,,,,,공란,
423,b_423,,,,,,,,,,,,,,,,,,,,공란,
424,b_424,,,,,,,,,,,,,,,,,,,,공란,
425,b_425,,,,,,,,,,,,,,,,,,,,공란,
426,b_426,,,,,,,,,,,,,,,,,,,,공란,
427,b_427,,,,,,,,,,,,,,,,,,,,공란,
428,b_428,,,,,,,,,,,,,,,,,,,,공란,
429,b_429,,,,,,,,,,,,,,,,,,,,공란,
430,b_430,,,,,,,,,,,,,,,,,,,,공란,
431,b_431,,,,,,,,,,,,,,,,,,,,공란,
432,b_432,,,,,,,,,,,,,,,,,,,,공란,
433,b_433,,,,,,,,,,,,,,,,,,,,공란,
434,b_434,,,,,,,,,,,,,,,,,,,,공란,
435,b_435,,,,,,,,,,,,,,,,,,,,공란,
436,b_436,,,,,,,,,,,,,,,,,,,,공란,
437,b_437,,,,,,,,,,,,,,,,,,,,공란,
438,b_438,,,,,,,,,,,,,,,,,,,,공란,
439,b_439,,,,,,,,,,,,,,,,,,,,공란,
440,b_440,,,,,,,,,,,,,,,,,,,,공란,
441,b_441,,,,,,,,,,,,,,,,,,,,공란,
442,b_442,,,,,,,,,,,,,,,,,,,,공란,
443,b_443,,,,,,,,,,,,,,,,,,,,공란,
444,b_444,,,,,,,,,,,,,,,,,,,,공란,
445,b_445,,,,,,,,,,,,,,,,,,,,공란,
446,b_446,,,,,,,,,,,,,,,,,,,,공란,
447,b_447,,,,,,,,,,,,,,,,,,,,공란,
448,b_448,,,,,,,,,,,,,,,,,,,,공란,
449,b_449,,,,,,,,,,,,,,,,,,,,공란,
450,b_450,,,,,,,,,,,,,,,,,,,,공란,
451,b_451,한경,hankyeong,"42,75,153",한경,,,서귀포,,,제주,,,,,,,,,,,
452,b_452,대정,daejeong,"42,75,153",한경,,,서귀포,,,제주,,,,,,,,,,,
453,b_453,한림,hanrim,"126, 144, 129",애월,,,서귀포,,,제주,,,,,,,,,,,
454,b_454,금성,geumseong,"126, 144, 129",애월,,,서귀포,,,제주,,,,,,,,,,,
455,b_455,금악,geumak,"42,90,28",안덕,,,서귀포,,,제주,,,,,,,,,,,
456,b_456,안덕,andeok,"42,90,28",안덕,,,서귀포,,,제주,,,,,,,,,,,
457,b_457,,,,,,,,,,,,,,,,,,,,공란,
458,b_458,서귀포,seogwipo,"126,96,29",서귀포,,,서귀포,,,제주,,,,,,,,,,,
459,b_459,용담,yongdam,"0, 102, 30",제주,,,제주,,,제주,,,,,,,,,,,
460,b_460,제주,jeju,"0, 102, 30",제주,,,제주,,,제주,,,,,,,,,,,
461,b_461,조천,jocheon,"42, 105, 158",조천,,,제주,,,제주,,,,,,,,,,,
462,b_462,대륜,daeryun,"126, 96,  29",서귀포,,,서귀포,,,제주,,,,,,,,,,,
463,b_463,송당,songdang,"42, 105, 158",조천,,,제주,,,제주,,,,,,,,,,,
464,b_464,구좌,gujwa,"42, 168, 133",성산,,,제주,,,제주,,,,,,,,,,,
465,b_465,고성,goseong,"42, 168, 133",성산,,,제주,,,제주,,,,,,,,,,,
466,b_466,성읍,seongeup,"126, 159, 4",표선,,,제주,,,제주,,,,,,,,,,,
467,b_467,수망,sumang,"126, 159, 4",표선,,,제주,,,제주,,,,,,,,,,,
468,b_468,남원,namwon,"126, 159, 4",표선,,,제주,,,제주,,,,,,,,,,,
469,b_469,해제,haeje,"84, 150, 201",무안,,,무안,,,무안,,,,,,,,,,,
470,b_470,진산,jinsan,"84, 138, 36",진도,,,진도,,,신안,,,,,,,,,,,
471,b_471,임회,imhoe,"168, 144, 37",고군,,,진도,,,신안,,,,,,,,,,,
472,b_472,진도,jindo,"84, 138, 36",진도,,,진도,,,신안,,,,,,,,,,,
473,b_473,의신,uisin,"168, 144, 37",고군,,,진도,,,신안,,,,,,,,,,,
474,b_474,고군,gogun,"168, 144, 37",고군,,,진도,,,신안,,,,,,,,,,,
475,b_475,완도,wando,"0, 147, 165",완도,,,완도,,,고흥,,,,,,,,,,,
476,b_476,화원,hwawon,"126, 156, 39",황산,,,해남,,,무안,,,,,,,,,,,
477,b_477,문내,munnae,"126, 156, 39",황산,,,해남,,,무안,,,,,,,,,,,
478,b_478,황산,hwangsan,"126, 156, 39",황산,,,해남,,,무안,,,,,,,,,,,
479,b_479,산이,sani,"126, 171, 169",해남,,,해남,,,무안,,,,,,,,,,,
480,b_480,마산,masan,"126, 171, 169",해남,,,해남,,,무안,,,,,,,,,,,
481,b_481,계곡,gyegok,"126, 171, 169",해남,,,해남,,,무안,,,,,,,,,,,
482,b_482,옥천,okcheon,"126, 171, 169",해남,,,해남,,,무안,,,,,,,,,,,
483,b_483,해남,haenam,"126, 171, 169",해남,,,해남,,,무안,,,,,,,,,,,
484,b_484,삼산,samsan,"168, 174, 42",삼산,,,해남,,,무안,,,,,,,,,,,
485,b_485,화산,hwasan,"0, 192, 105",송지,,,해남,,,무안,,,,,,,,,,,
486,b_486,북일,bukil,"168, 174, 42",삼산,,,해남,,,무안,,,,,,,,,,,
487,b_487,북평,bukpyeong,"168, 174, 42",삼산,,,해남,,,무안,,,,,,,,,,,
488,b_488,현산,hyeonsan,"0, 192, 105",송지,,,해남,,,무안,,,,,,,,,,,
489,b_489,영전,yeongjeon,"0, 192, 105",송지,,,해남,,,무안,,,,,,,,,,,
490,b_490,도암,doam,"42, 195, 173",강진,,,강진,,,고흥,,,,,,,,,,,
491,b_491,강진,gangjin,"42, 195, 173",강진,,,강진,,,고흥,,,,,,,,,,,
492,b_492,성전,seongjeon,"84, 198, 46",성전,,,강진,,,고흥,,,,,,,,,,,
493,b_493,작천,jakcheon,"84, 198, 46",성전,,,강진,,,고흥,,,,,,,,,,,
494,b_494,옴천,omcheon,"84, 198, 46",성전,,,강진,,,고흥,,,,,,,,,,,
495,b_495,병영,byeongyeong,"84, 198, 46",성전,,,강진,,,고흥,,,,,,,,,,,
496,b_496,군동,gundong,"42, 210, 48",군동,,,강진,,,고흥,,,,,,,,,,,
497,b_497,칠양,chilyang,"42, 210, 48",군동,,,강진,,,고흥,,,,,,,,,,,
498,b_498,대구,daegu,"42, 210, 48",군동,,,강진,,,고흥,,,,,,,,,,,
499,b_499,마량,maryang,"42, 210, 48",군동,,,강진,,,고흥,,,,,,,,,,,
500,b_500,삼호,samho,"0, 9, 50",삼호,,,영암,,,무안,,,,,,,,,,,
501,b_501,미암,miam,"0, 9, 50",삼호,,,영암,,,무안,,,,,,,,,,,
502,b_502,학산,haksan,"0, 9, 50",삼호,,,영암,,,무안,,,,,,,,,,,
503,b_503,서호,seoho,"0, 9, 50",삼호,,,영암,,,무안,,,,,,,,,,,
504,b_504,,,,,,,,,,,,,,,,,,,,공란,
505,b_505,영암,yeongam,"0, 24, 180",영암,,,영암,,,무안,,,,,,,,,,,
506,b_506,덕진,deokjin,"0, 24, 180",영암,,,영암,,,무안,,,,,,,,,,,
507,b_507,금정,geumjeong,"0, 24, 180",영암,,,영암,,,무안,,,,,,,,,,,
508,b_508,신북,sinbuk,"168, 189, 67",시종,,,영암,,,무안,,,,,,,,,,,
509,b_509,도포,dopo,"168, 189, 67",시종,,,영암,,,무안,,,,,,,,,,,
510,b_510,대덕,daedeok,"84, 45, 56",관산,,,장흥,,,고흥,,,,,,,,,,,
511,b_511,회진,hoejin,"84, 45, 56",관산,,,장흥,,,고흥,,,,,,,,,,,
512,b_512,관산,gwansan,"84, 45, 56",관산,,,장흥,,,고흥,,,,,,,,,,,
513,b_513,용산,yongsan,"0, 54, 185",장흥,,,장흥,,,고흥,,,,,,,,,,,
514,b_514,안양,anyang,"0, 54, 185",장흥,,,장흥,,,고흥,,,,,,,,,,,
515,b_515,장흥,jangheung,"0, 54, 185",장흥,,,장흥,,,고흥,,,,,,,,,,,
516,b_516,유치,yuchi,"84, 198, 196",장평,,,장흥,,,고흥,,,,,,,,,,,
517,b_517,부산,busan,"84, 198, 196",장평,,,장흥,,,고흥,,,,,,,,,,,
518,b_518,장동,jangdong,"84, 198, 196",장평,,,장흥,,,고흥,,,,,,,,,,,
519,b_519,도양,doyang,"168, 81, 62",고흥,,,고흥,,,고흥,,,,,,,,,,,
520,b_520,도덕,dodeok,"168, 81, 62",고흥,,,고흥,,,고흥,,,,,,,,,,,
521,b_521,풍양,pungyang,"168, 81, 62",고흥,,,고흥,,,고흥,,,,,,,,,,,
522,b_522,도화,dohwa,"84, 75, 61",도화,,,고흥,,,고흥,,,,,,,,,,,
523,b_523,포두,podu,"84, 75, 61",도화,,,고흥,,,고흥,,,,,,,,,,,
524,b_524,고흥,goheung,"168, 81, 62",고흥,,,고흥,,,고흥,,,,,,,,,,,
525,b_525,두원,duwon,"168, 81, 62",고흥,,,고흥,,,고흥,,,,,,,,,,,
526,b_526,영남,yeongnam,"84, 75, 61",도화,,,고흥,,,고흥,,,,,,,,,,,
527,b_527,점암,jeomam,"84, 75, 61",도화,,,고흥,,,고흥,,,,,,,,,,,
528,b_528,과역,gwayeok,"126, 93, 64",과역,,,고흥,,,고흥,,,,,,,,,,,
529,b_529,남양,namyang,"126, 93, 64",과역,,,고흥,,,고흥,,,,,,,,,,,
530,b_530,동강,donggang,"126, 93, 64",과역,,,고흥,,,고흥,,,,,,,,,,,
531,b_531,벌교,beolgyo,"42, 102, 193",낙안,,,순천,,,여수,,,,,,,,,,,
532,b_532,조성,joseong,"42, 102, 193",복내,,,보성,,,고흥,,,,,,,,,,,
533,b_533,율어,yuleo,"0, 114, 195",복내,,,보성,,,고흥,,,,,,,,,,,
534,b_534,문덕,mundeok,"0, 114, 195",복내,,,보성,,,고흥,,,,,,,,,,,
535,b_535,복내,boknae,"0, 114, 195",복내,,,보성,,,고흥,,,,,,,,,,,
536,b_536,겸백,gyeombaek,"0, 114, 195",복내,,,보성,,,고흥,,,,,,,,,,,
537,b_537,덕량,deokryang,"42, 102, 193",복내,,,보성,,,고흥,,,,,,,,,,,
538,b_538,미력,miryeok,"0, 129, 70",보성,,,보성,,,고흥,,,,,,,,,,,
539,b_539,노동,nodong,"0, 129, 70",보성,,,보성,,,고흥,,,,,,,,,,,
540,b_540,보성,boseong,"0, 129, 70",보성,,,보성,,,고흥,,,,,,,,,,,
541,b_541,웅치,ungchi,"0, 129, 70",보성,,,보성,,,고흥,,,,,,,,,,,
542,b_542,목포,mokpo,"84, 135, 71",목포,,,목포,,,신안,,,,,,,,,,,
543,b_543,삼향,samhyang,"84, 135, 71",일로,,,무안,,,무안,,,,,,,,,,,
544,b_544,일로,illo,"84, 135, 71",일로,,,무안,,,무안,,,,,,,,,,,
545,b_545,청계,cheonggye,"84, 135, 71",일로,,,무안,,,무안,,,,,,,,,,,
546,b_546,몽탄,mongtan,"84, 135, 71",일로,,,무안,,,무안,,,,,,,,,,,
547,b_547,무안,muan,"84, 150, 201",무안,,,무안,,,무안,,,,,,,,,,,
548,b_548,현경,hyeongyeong,"84, 150, 201",무안,,,무안,,,무안,,,,,,,,,,,
549,b_549,동강,donggang,"84, 165, 76",왕곡,,,나주,,,무안,,,,,,,,,,,
550,b_550,공산,gongsan,"84, 165, 76",왕곡,,,나주,,,무안,,,,,,,,,,,
551,b_551,반남,bannam,"84, 165, 76",왕곡,,,나주,,,무안,,,,,,,,,,,
552,b_552,왕곡,wanggok,"84, 165, 76",왕곡,,,나주,,,무안,,,,,,,,,,,
553,b_553,다시,dasi,"2, 129, 35",나주,,,나주,,,무안,,,,,,,,,,,
554,b_554,문평,munpyeong,"2, 129, 35",나주,,,나주,,,무안,,,,,,,,,,,
555,b_555,노안,noan,"2, 129, 35",나주,,,나주,,,무안,,,,,,,,,,,
556,b_556,,,,,,,,,,,,,,,,,,,,공란,
557,b_557,세지,seji,"126, 183, 79",봉황,,,나주,,,무안,,,,,,,,,,,
558,b_558,봉황,bonghwang,"126, 183, 79",봉황,,,나주,,,무안,,,,,,,,,,,
559,b_559,다도,dado,"126, 183, 79",봉황,,,나주,,,무안,,,,,,,,,,,
560,b_560,남평,nampyeong,"42, 180, 193",빛가람,,,나주,,,무안,,,,,,,,,,,
561,b_561,산포,sanpo,"42, 180, 193",빛가람,,,나주,,,무안,,,,,,,,,,,
562,b_562,금천,geumcheon,"42, 180, 193",빛가람,,,나주,,,무안,,,,,,,,,,,
563,b_563,송정,songjeong,"126, 198, 209",광산,,,광주,,,광주,,,,,,,,,,,
564,b_564,금남,geumnam,"168, 174, 192",광주,,,광주,,,광주,,,,,,,,,,,
565,b_565,도암,doam,"126, 0, 84",춘향,,,화순,,,여수,,,,,,,,,,,
566,b_566,청풍,cheongpung,"126, 0, 84",춘향,,,화순,,,여수,,,,,,,,,,,
567,b_567,이양,iyang,"126, 0, 84",춘향,,,화순,,,여수,,,,,,,,,,,
568,b_568,춘향,chunhyang,"126, 0, 84",춘향,,,화순,,,여수,,,,,,,,,,,
569,b_569,,,,,,,,,,,,,,,,,,,,공란,
570,b_570,화순,hwasun,"0, 6, 85",화순,,,화순,,,여수,,,,,,,,,,,
571,b_571,능주,neungju,"0, 6, 85",화순,,,화순,,,여수,,,,,,,,,,,
572,b_572,한천,hancheon,"126, 15, 214",사평,,,화순,,,여수,,,,,,,,,,,
573,b_573,사평,sapyeong,"126, 15, 214",사평,,,화순,,,여수,,,,,,,,,,,
574,b_574,동면,dongmyeon,"126, 15, 214",사평,,,화순,,,여수,,,,,,,,,,,
575,b_575,동복,dongbok,"42, 24, 88",백아,,,화순,,,여수,,,,,,,,,,,
576,b_576,백아,baeka,"42, 24, 88",백아,,,화순,,,여수,,,,,,,,,,,
577,b_577,엄다,eomda,"126, 30, 89",학교,,,무안,,,무안,,,,,,,,,,,
578,b_578,학교,hakgyo,"126, 30, 89",학교,,,무안,,,무안,,,,,,,,,,,
579,b_579,함평,hampyeong,"168, 33, 217",함평,,,무안,,,무안,,,,,,,,,,,
580,b_580,대동,daedong,"168, 33, 217",함평,,,무안,,,무안,,,,,,,,,,,
581,b_581,나산,nasan,"84, 42, 91",월야,,,무안,,,무안,,,,,,,,,,,
582,b_582,월야,wolya,"84, 42, 91",월야,,,무안,,,무안,,,,,,,,,,,
583,b_583,해보,haebo,"84, 42, 91",월야,,,무안,,,무안,,,,,,,,,,,
584,b_584,신광,singwang,"168, 33, 217",함평,,,무안,,,무안,,,,,,,,,,,
585,b_585,손불,sonbul,"168, 33, 217",함평,,,무안,,,무안,,,,,,,,,,,
586,b_586,염산,yeomsan,"42, 54, 93",염산,,,영광,,,무안,,,,,,,,,,,
587,b_587,군남,gunnam,"42, 54, 93",염산,,,영광,,,무안,,,,,,,,,,,
588,b_588,불갑,bulgap,"42, 54, 93",염산,,,영광,,,무안,,,,,,,,,,,
589,b_589,묘량,myoryang,"126, 75, 224",영광,,,영광,,,무안,,,,,,,,,,,
590,b_590,백수,baeksu,"84, 168, 191",홍농,,,영광,,,무안,,,,,,,,,,,
591,b_591,군서,gunseo,"126, 75, 224",영광,,,영광,,,무안,,,,,,,,,,,
592,b_592,대마,daema,"126, 75, 224",영광,,,영광,,,무안,,,,,,,,,,,
593,b_593,영광,yeonggwang,"126, 75, 224",영광,,,영광,,,무안,,,,,,,,,,,
594,b_594,법성,beopseong,"84, 168, 191",홍농,,,영광,,,무안,,,,,,,,,,,
595,b_595,삼서,samseo,"42, 84, 98",삼계,,,담양,,,광주,,,,,,,,,,,
596,b_596,삼계,samgye,"42, 84, 98",삼계,,,담양,,,광주,,,,,,,,,,,
597,b_597,동화,donghwa,"42, 84, 98",삼계,,,담양,,,광주,,,,,,,,,,,
598,b_598,황룡,hwangryong,"42, 84, 98",삼계,,,담양,,,광주,,,,,,,,,,,
599,b_599,남면,nammyeon,"42, 84, 98",삼계,,,담양,,,광주,,,,,,,,,,,
600,b_600,서삼,seosam,"168, 108, 2",장성,,,담양,,,광주,,,,,,,,,,,
601,b_601,북일,bukil,"168, 108, 2",장성,,,담양,,,광주,,,,,,,,,,,
602,b_602,,,,,,,,,,,,,,,,,,,,공란,
603,b_603,북하,bukha,"168, 108, 2",장성,,,담양,,,광주,,,,,,,,,,,
604,b_604,장성,jangseong,"168, 108, 2",장성,,,담양,,,광주,,,,,,,,,,,
605,b_605,진원,jinwon,"168, 108, 2",장성,,,담양,,,광주,,,,,,,,,,,
606,b_606,대전,daejeon,"42, 129, 133",수북,,,담양,,,광주,,,,,,,,,,,
607,b_607,월산,wolsan,"0, 126, 5",담양,,,담양,,,광주,,,,,,,,,,,
608,b_608,용면,yongmyeon,"0, 126, 5",담양,,,담양,,,광주,,,,,,,,,,,
609,b_609,금성,geumseong,"0, 126, 5",담양,,,담양,,,광주,,,,,,,,,,,
610,b_610,담양,damyang,"0, 126, 5",담양,,,담양,,,광주,,,,,,,,,,,
611,b_611,수북,subuk,"42, 129, 133",수북,,,담양,,,광주,,,,,,,,,,,
612,b_612,봉산,bongsan,"42, 129, 133",수북,,,담양,,,광주,,,,,,,,,,,
613,b_613,무정,mujeong,"0, 126, 5",담양,,,담양,,,광주,,,,,,,,,,,
614,b_614,고서,goseo,"0, 141, 135",창평,,,담양,,,광주,,,,,,,,,,,
615,b_615,창평,changpyeong,"0, 141, 135",창평,,,담양,,,광주,,,,,,,,,,,
616,b_616,대덕,daedeok,"0, 141, 135",창평,,,담양,,,광주,,,,,,,,,,,
617,b_617,대산,daesan,"84, 147, 136",대산,,,고창,,,익산,,,신복련,,,,,,,,
618,b_618,공읍,gongeup,"84, 147, 136",대산,,,고창,,,익산,,,신복련,,,,,,,,
619,b_619,상하,sangha,"101, 160, 150",해리,,,고창,,,익산,,,신복련,,,,,,,,
620,b_620,해리,haeri,"101, 160, 150",해리,,,고창,,,익산,,,신복련,,,,,,,,
621,b_621,무장,mujang,"145, 65, 233",무장,,,고창,,,익산,,,신복련,,,,,,,,
622,b_622,성송,seongsong,"145, 65, 233",무장,,,고창,,,익산,,,신복련,,,,,,,,
623,b_623,심원,simwon,"101, 160, 150",해리,,,고창,,,익산,,,신복련,,,,,,,,
624,b_624,아산,asan,"126, 180, 14",고창,,,고창,,,익산,,,신복련,,,,,,,,
625,b_625,고수,gosu,"42, 174, 13",고창,,,고창,,,익산,,,신복련,,,,,,,,
626,b_626,고창,gochang,"42, 174, 13",고창,,,고창,,,익산,,,신복련,,,,,,,,
627,b_627,신림,sinrim,"42, 174, 13",흥덕,,,고창,,,익산,,,신복련,,,,,,,,
628,b_628,부안,buan,"126, 180, 14",흥덕,,,고창,,,익산,,,신복련,,,,,,,,
629,b_629,흥덕,heungdeok,"42, 174, 13",흥덕,,,고창,,,익산,,,신복련,,,,,,,,
630,b_630,화양,hwayang,"84, 192, 16",여수,,,여수,,,여수,,,,,,,,,,,
631,b_631,소라,sora,"84, 192, 16",여수,,,여수,,,여수,,,,,,,,,,,
632,b_632,여수,yeosu,"84, 192, 16",여수,,,여수,,,여수,,,,,,,,,,,
633,b_633,율촌,yulchon,"84, 192, 16",여수,,,여수,,,여수,,,,,,,,,,,
634,b_634,해룡,haeryong,"0, 201, 145",순천,,,순천,,,여수,,,,,,,,,,,
635,b_635,순천,suncheon,"0, 201, 145",순천,,,순천,,,여수,,,,,,,,,,,
