프로빈스 번호	인게임 코드	한국어 명칭	영문 명칭	RGB	백작령	백작령코드명	백작령 색상	공작령	공작령코드명	공작령 색상	왕국령	왕국령코드명	왕국령 색상	제국령	제국령코드명	제국령 색상	문화	종교	홀딩	지형	특이사항	end
410	b_410																				공란	end
411	b_411	성산	seongsan	42, 168, 133	성산			제주			제주	k_jeju										end
412	b_412	김녕	gimnyeong	42, 105, 158	조천			제주			제주	k_jeju										end
413	b_413																				공란	end
414	b_414																				공란	end
415	b_415																				공란	end
416	b_416																				공란	end
417	b_417																				공란	end
418	b_418																				공란	end
419	b_419																				공란	end
420	b_420																				공란	end
421	b_421																				공란	end
422	b_422																				공란	end
423	b_423																				공란	end
424	b_424																				공란	end
425	b_425																				공란	end
426	b_426																				공란	end
427	b_427																				공란	end
428	b_428																				공란	end
429	b_429																				공란	end
430	b_430																				공란	end
431	b_431																				공란	end
432	b_432																				공란	end
433	b_433																				공란	end
434	b_434																				공란	end
435	b_435																				공란	end
436	b_436																				공란	end
437	b_437																				공란	end
438	b_438																				공란	end
439	b_439																				공란	end
440	b_440																				공란	end
441	b_441																				공란	end
442	b_442																				공란	end
443	b_443																				공란	end
444	b_444																				공란	end
445	b_445																				공란	end
446	b_446																				공란	end
447	b_447																				공란	end
448	b_448																				공란	end
449	b_449																				공란	end
450	b_450																				공란	end
451	b_451	한경	hankyeong	42,75,153	한경			서귀포			제주	k_jeju										end
452	b_452	대정	daejeong	42,75,153	한경			서귀포			제주	k_jeju										end
453	b_453	한림	hanrim	126, 144, 129	애월			서귀포			제주	k_jeju										end
454	b_454	금성	geumseong	126, 144, 129	애월			서귀포			제주	k_jeju										end
455	b_455	금악	geumak	42,90,28	안덕			서귀포			제주	k_jeju										end
456	b_456	안덕	andeok	42,90,28	안덕			서귀포			제주	k_jeju										end
457	b_457																				공란	end
458	b_458	서귀포	seogwipo	126,96,29	서귀포			서귀포			제주	k_jeju										end
459	b_459	용담	yongdam	0, 102, 30	제주			제주			제주	k_jeju										end
460	b_460	제주	jeju	0, 102, 30	제주			제주			제주	k_jeju										end
461	b_461	조천	jocheon	42, 105, 158	조천			제주			제주	k_jeju										end
462	b_462	대륜	daeryun	126, 96,  29	서귀포			서귀포			제주	k_jeju										end
463	b_463	송당	songdang	42, 105, 158	조천			제주			제주	k_jeju										end
464	b_464	구좌	gujwa	42, 168, 133	성산			제주			제주	k_jeju										end
465	b_465	고성	goseong	42, 168, 133	성산			제주			제주	k_jeju										end
466	b_466	성읍	seongeup	126, 159, 4	표선			제주			제주	k_jeju										end
467	b_467	수망	sumang	126, 159, 4	표선			제주			제주	k_jeju										end
468	b_468	남원	namwon	126, 159, 4	표선			제주			제주	k_jeju										end
469	b_469	해제	haeje	84, 150, 201	무안			무안			무안	k_muan										end
470	b_470	진산	jinsan	84, 138, 36	진도			진도			신안	k_sinan										end
471	b_471	임회	imhoe	168, 144, 37	고군			진도			신안	k_sinan										end
472	b_472	진도	jindo	84, 138, 36	진도			진도			신안	k_sinan										end
473	b_473	의신	uisin	168, 144, 37	고군			진도			신안	k_sinan										end
474	b_474	고군	gogun	168, 144, 37	고군			진도			신안	k_sinan										end
475	b_475	완도	wando	0, 147, 165	완도			완도			고흥	k_goheung										end
476	b_476	화원	hwawon	126, 156, 39	황산			해남			무안	k_muan										end
477	b_477	문내	munnae	126, 156, 39	황산			해남			무안	k_muan										end
478	b_478	황산	hwangsan	126, 156, 39	황산			해남			무안	k_muan										end
479	b_479	산이	sani	126, 171, 169	해남			해남			무안	k_muan										end
480	b_480	마산	masan	126, 171, 169	해남			해남			무안	k_muan										end
481	b_481	계곡	gyegok	126, 171, 169	해남			해남			무안	k_muan										end
482	b_482	옥천	okcheon	126, 171, 169	해남			해남			무안	k_muan										end
483	b_483	해남	haenam	126, 171, 169	해남			해남			무안	k_muan										end
484	b_484	삼산	samsan	168, 174, 42	삼산			해남			무안	k_muan										end
485	b_485	화산	hwasan	0, 192, 105	송지			해남			무안	k_muan										end
486	b_486	북일	bukil	168, 174, 42	삼산			해남			무안	k_muan										end
487	b_487	북평	bukpyeong	168, 174, 42	삼산			해남			무안	k_muan										end
488	b_488	현산	hyeonsan	0, 192, 105	송지			해남			무안	k_muan										end
489	b_489	영전	yeongjeon	0, 192, 105	송지			해남			무안	k_muan										end
490	b_490	도암	doam	42, 195, 173	강진			강진			고흥	k_goheung										end
491	b_491	강진	gangjin	42, 195, 173	강진			강진			고흥	k_goheung										end
492	b_492	성전	seongjeon	84, 198, 46	성전			강진			고흥	k_goheung										end
493	b_493	작천	jakcheon	84, 198, 46	성전			강진			고흥	k_goheung										end
494	b_494	옴천	omcheon	84, 198, 46	성전			강진			고흥	k_goheung										end
495	b_495	병영	byeongyeong	84, 198, 46	성전			강진			고흥	k_goheung										end
496	b_496	군동	gundong	42, 210, 48	군동			강진			고흥	k_goheung										end
497	b_497	칠양	chilyang	42, 210, 48	군동			강진			고흥	k_goheung										end
498	b_498	대구	daegu	42, 210, 48	군동			강진			고흥	k_goheung										end
499	b_499	마량	maryang	42, 210, 48	군동			강진			고흥	k_goheung										end
500	b_500	삼호	samho	0, 9, 50	삼호			영암			무안	k_muan										end
501	b_501	미암	miam	0, 9, 50	삼호			영암			무안	k_muan										end
502	b_502	학산	haksan	0, 9, 50	삼호			영암			무안	k_muan										end
503	b_503	서호	seoho	0, 9, 50	삼호			영암			무안	k_muan										end
504	b_504																				공란	end
505	b_505	영암	yeongam	0, 24, 180	영암			영암			무안	k_muan										end
506	b_506	덕진	deokjin	0, 24, 180	영암			영암			무안	k_muan										end
507	b_507	금정	geumjeong	0, 24, 180	영암			영암			무안	k_muan										end
508	b_508	신북	sinbuk	168, 189, 67	시종			영암			무안	k_muan										end
509	b_509	도포	dopo	168, 189, 67	시종			영암			무안	k_muan										end
510	b_510	대덕	daedeok	84, 45, 56	관산			장흥			고흥	k_goheung										end
511	b_511	회진	hoejin	84, 45, 56	관산			장흥			고흥	k_goheung										end
512	b_512	관산	gwansan	84, 45, 56	관산			장흥			고흥	k_goheung										end
513	b_513	용산	yongsan	0, 54, 185	장흥			장흥			고흥	k_goheung										end
514	b_514	안양	anyang	0, 54, 185	장흥			장흥			고흥	k_goheung										end
515	b_515	장흥	jangheung	0, 54, 185	장흥			장흥			고흥	k_goheung										end
516	b_516	유치	yuchi	84, 198, 196	장평			장흥			고흥	k_goheung										end
517	b_517	부산	busan	84, 198, 196	장평			장흥			고흥	k_goheung										end
518	b_518	장동	jangdong	84, 198, 196	장평			장흥			고흥	k_goheung										end
519	b_519	도양	doyang	168, 81, 62	고흥			고흥			고흥	k_goheung										end
520	b_520	도덕	dodeok	168, 81, 62	고흥			고흥			고흥	k_goheung										end
521	b_521	풍양	pungyang	168, 81, 62	고흥			고흥			고흥	k_goheung										end
522	b_522	도화	dohwa	84, 75, 61	도화			고흥			고흥	k_goheung										end
523	b_523	포두	podu	84, 75, 61	도화			고흥			고흥	k_goheung										end
524	b_524	고흥	goheung	168, 81, 62	고흥			고흥			고흥	k_goheung										end
525	b_525	두원	duwon	168, 81, 62	고흥			고흥			고흥	k_goheung										end
526	b_526	영남	yeongnam	84, 75, 61	도화			고흥			고흥	k_goheung										end
527	b_527	점암	jeomam	84, 75, 61	도화			고흥			고흥	k_goheung										end
528	b_528	과역	gwayeok	126, 93, 64	과역			고흥			고흥	k_goheung										end
529	b_529	남양	namyang	126, 93, 64	과역			고흥			고흥	k_goheung										end
530	b_530	동강	donggang	126, 93, 64	과역			고흥			고흥	k_goheung										end
531	b_531	벌교	beolgyo	42, 102, 193	낙안			순천			여수	k_yeosu										end
532	b_532	조성	joseong	42, 102, 193	복내			보성			고흥	k_goheung										end
533	b_533	율어	yuleo	0, 114, 195	복내			보성			고흥	k_goheung										end
534	b_534	문덕	mundeok	0, 114, 195	복내			보성			고흥	k_goheung										end
535	b_535	복내	boknae	0, 114, 195	복내			보성			고흥	k_goheung										end
536	b_536	겸백	gyeombaek	0, 114, 195	복내			보성			고흥	k_goheung										end
537	b_537	덕량	deokryang	42, 102, 193	복내			보성			고흥	k_goheung										end
538	b_538	미력	miryeok	0, 129, 70	보성			보성			고흥	k_goheung										end
539	b_539	노동	nodong	0, 129, 70	보성			보성			고흥	k_goheung										end
540	b_540	보성	boseong	0, 129, 70	보성			보성			고흥	k_goheung										end
541	b_541	웅치	ungchi	0, 129, 70	보성			보성			고흥	k_goheung										end
542	b_542	목포	mokpo	84, 135, 71	목포			목포			신안	k_sinan										end
543	b_543	삼향	samhyang	84, 135, 71	일로			무안			무안	k_muan										end
544	b_544	일로	illo	84, 135, 71	일로			무안			무안	k_muan										end
545	b_545	청계	cheonggye	84, 135, 71	일로			무안			무안	k_muan										end
546	b_546	몽탄	mongtan	84, 135, 71	일로			무안			무안	k_muan										end
547	b_547	무안	muan	84, 150, 201	무안			무안			무안	k_muan										end
548	b_548	현경	hyeongyeong	84, 150, 201	무안			무안			무안	k_muan										end
549	b_549	동강	donggang	84, 165, 76	왕곡			나주			무안	k_muan										end
550	b_550	공산	gongsan	84, 165, 76	왕곡			나주			무안	k_muan										end
551	b_551	반남	bannam	84, 165, 76	왕곡			나주			무안	k_muan										end
552	b_552	왕곡	wanggok	84, 165, 76	왕곡			나주			무안	k_muan										end
553	b_553	다시	dasi	2, 129, 35	나주			나주			무안	k_muan										end
554	b_554	문평	munpyeong	2, 129, 35	나주			나주			무안	k_muan										end
555	b_555	노안	noan	2, 129, 35	나주			나주			무안	k_muan										end
556	b_556																				공란	end
557	b_557	세지	seji	126, 183, 79	봉황			나주			무안	k_muan										end
558	b_558	봉황	bonghwang	126, 183, 79	봉황			나주			무안	k_muan										end
559	b_559	다도	dado	126, 183, 79	봉황			나주			무안	k_muan										end
560	b_560	남평	nampyeong	42, 180, 193	빛가람			나주			무안	k_muan										end
561	b_561	산포	sanpo	42, 180, 193	빛가람			나주			무안	k_muan										end
562	b_562	금천	geumcheon	42, 180, 193	빛가람			나주			무안	k_muan										end
563	b_563	송정	songjeong	126, 198, 209	광산			광주			광주	k_gwangju										end
564	b_564	금남	geumnam	168, 174, 192	광주			광주			광주	k_gwangju										end
565	b_565	도암	doam	126, 0, 84	춘향			화순			여수	k_yeosu										end
566	b_566	청풍	cheongpung	126, 0, 84	춘향			화순			여수	k_yeosu										end
567	b_567	이양	iyang	126, 0, 84	춘향			화순			여수	k_yeosu										end
568	b_568	춘향	chunhyang	126, 0, 84	춘향			화순			여수	k_yeosu										end
569	b_569																				공란	end
570	b_570	화순	hwasun	0, 6, 85	화순			화순			여수	k_yeosu										end
571	b_571	능주	neungju	0, 6, 85	화순			화순			여수	k_yeosu										end
572	b_572	한천	hancheon	126, 15, 214	사평			화순			여수	k_yeosu										end
573	b_573	사평	sapyeong	126, 15, 214	사평			화순			여수	k_yeosu										end
574	b_574	동면	dongmyeon	126, 15, 214	사평			화순			여수	k_yeosu										end
575	b_575	동복	dongbok	42, 24, 88	백아			화순			여수	k_yeosu										end
576	b_576	백아	baeka	42, 24, 88	백아			화순			여수	k_yeosu										end
577	b_577	엄다	eomda	126, 30, 89	학교			무안			무안	k_muan										end
578	b_578	학교	hakgyo	126, 30, 89	학교			무안			무안	k_muan										end
579	b_579	함평	hampyeong	168, 33, 217	함평			무안			무안	k_muan										end
580	b_580	대동	daedong	168, 33, 217	함평			무안			무안	k_muan										end
581	b_581	나산	nasan	84, 42, 91	월야			무안			무안	k_muan										end
582	b_582	월야	wolya	84, 42, 91	월야			무안			무안	k_muan										end
583	b_583	해보	haebo	84, 42, 91	월야			무안			무안	k_muan										end
584	b_584	신광	singwang	168, 33, 217	함평			무안			무안	k_muan										end
585	b_585	손불	sonbul	168, 33, 217	함평			무안			무안	k_muan										end
586	b_586	염산	yeomsan	42, 54, 93	염산			영광			무안	k_muan										end
587	b_587	군남	gunnam	42, 54, 93	염산			영광			무안	k_muan										end
588	b_588	불갑	bulgap	42, 54, 93	염산			영광			무안	k_muan										end
589	b_589	묘량	myoryang	126, 75, 224	영광			영광			무안	k_muan										end
590	b_590	백수	baeksu	84, 168, 191	홍농			영광			무안	k_muan										end
591	b_591	군서	gunseo	126, 75, 224	영광			영광			무안	k_muan										end
592	b_592	대마	daema	126, 75, 224	영광			영광			무안	k_muan										end
593	b_593	영광	yeonggwang	126, 75, 224	영광			영광			무안	k_muan										end
594	b_594	법성	beopseong	84, 168, 191	홍농			영광			무안	k_muan										end
595	b_595	삼서	samseo	42, 84, 98	삼계			담양			광주	k_gwangju										end
596	b_596	삼계	samgye	42, 84, 98	삼계			담양			광주	k_gwangju										end
597	b_597	동화	donghwa	42, 84, 98	삼계			담양			광주	k_gwangju										end
